refseq.id.x,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral replication genes,Viral genes with unknown function,Viral hypothetical genes,Viral genes with host benefits,Viral structure genes,Viral genes with viral benefits,virus.tax.id,virus.name,virus.lineage,refseq.id.y,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family,genus.etc,pmid,evidence,sample.type,source.organism,spor_host
NC_001335,0,FALSE,0,89,3,0,FALSE,0,9,64,11,0,2,3,31757,Mycobacterium virus L5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Fromanvirus,NC_001335,NA,NA,NA,1763,Mycobacterium,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,NA,NA,UniProt,NA,NA,FALSE
NC_001416,0,FALSE,0,62,6,0,FALSE,0.032258065,12,25,10,8,1,6,10710,Escherichia virus Lambda,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Lambdavirus,NC_001416,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_001423,0,FALSE,0,25,1,0,FALSE,0.04,9,1,10,2,1,2,10757,Bacillus phage PZA,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Picovirinae; Salasvirus; Bacillus virus phi29,NC_001423,NA,NA,NA,1423,Bacillus subtilis,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus; Bacillus subtilis group,NA,"RefSeq, UniProt",NA,NA,TRUE
NC_001604,0,FALSE,0,50,0,0,FALSE,0.04,17,16,5,2,3,7,10760,Escherichia phage T7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Teseptimavirus; Escherichia virus T7,NC_001604,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,"RefSeq, UniProt",NA,NA,FALSE
NC_001609,0,FALSE,0,14,2,0,FALSE,0.214285714,2,1,8,3,0,0,10680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC_001629,0,FALSE,0,39,1,0,FALSE,0.076923077,2,29,3,3,2,0,36343,Lactococcus virus bIL67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Ceduovirus,NC_001629,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,7812447,Literature,NA,NA,FALSE
NC_001697,0,FALSE,0,43,3,0,FALSE,0.069767442,4,21,8,7,1,2,10690,Haemophilus virus HP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Hpunavirus,NC_001697,NA,NA,NA,727,Haemophilus influenzae,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_001706,0,FALSE,0,37,1,0,FALSE,0.081081081,2,27,3,3,2,0,31537,Lactococcus virus c2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Ceduovirus,NC_001706,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_001825,0,FALSE,0,27,1,0,FALSE,0.037037037,6,11,8,1,1,0,10747,Streptococcus phage Cp1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Picovirinae; Cepunavirus; Streptococcus virus Cp1,NC_001825,NA,NA,NA,1313,Streptococcus pneumoniae,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,"RefSeq, UniProt",NA,NA,FALSE
NC_001835,0,FALSE,0,56,2,0,FALSE,0.017857143,6,35,9,3,3,0,31532,Lactococcus virus sk1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Skunavirus,NC_001835,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_001884,0,FALSE,0,178,23,10,TRUE,0.04494382,11,49,109,8,0,1,66797,Bacillus virus SPbeta,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Spbetavirus,NC_001884,NA,NA,NA,1423,Bacillus subtilis,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus; Bacillus subtilis group,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,TRUE
NC_001895,0,FALSE,0,43,9,0,FALSE,0.069767442,7,10,9,9,3,5,10679,Escherichia virus P2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Peduovirus,"NC_001895, NC_041848",NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,8051010,"Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_001900,0,FALSE,0,77,3,0,FALSE,0.012987013,9,48,14,1,2,3,28369,Mycobacterium virus D29,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Fromanvirus,NC_001900,NA,NA,NA,1773,Mycobacterium tuberculosis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium; Mycobacterium tuberculosis complex,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_001901,0,FALSE,0,59,6,2,FALSE,0.06779661,10,22,13,12,0,2,40631,Escherichia virus N15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Ravinvirus,NC_001901,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,UniProt,NA,NA,FALSE
NC_001902,0,FALSE,0,39,4,0,FALSE,0,1,26,11,1,0,0,77048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC_001909,0,FALSE,0,61,4,0,FALSE,0.032786885,6,42,6,4,3,0,63118,Lactococcus virus bIL170,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Skunavirus,NC_001909,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_001978,0,FALSE,0,47,2,0,FALSE,0.021276596,6,30,7,2,1,1,10719,Streptomyces virus phiC31,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Lomovskayavirus,NC_001978,NA,NA,NA,1902,Streptomyces coelicolor,Bacteria; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces; Streptomyces albidoflavus group,NA,UniProt,NA,NA,FALSE
NC_002072,0,FALSE,0,43,0,0,FALSE,0.046511628,4,31,5,2,1,0,90410,Streptococcus virus DT1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Moineauvirus,NC_002072,NA,NA,NA,1308,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002166,0,FALSE,0,66,4,0,TRUE,0.015151515,9,35,13,4,2,3,10742,Escherichia virus HK022,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Hendrixvirus,NC_002166,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,UniProt,NA,NA,FALSE
NC_002167,0,FALSE,0,59,4,0,FALSE,0.033898305,8,29,11,6,2,3,37554,Escherichia virus HK97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Hendrixvirus,NC_002167,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_002185,0,FALSE,0,45,0,0,FALSE,0.066666667,4,30,5,3,1,2,112023,Streptococcus virus 7201,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Moineauvirus,NC_002185,NA,NA,NA,1308,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002214,0,FALSE,0,52,0,0,FALSE,0.057692308,3,36,6,5,2,0,78541,Streptococcus virus Sfi11,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Brussowvirus,NC_002214,NA,NA,NA,1301,Streptococcus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,NA,NA,NA,NA,FALSE
NC_002321,0,FALSE,0,64,8,0,FALSE,0.046875,9,35,13,4,2,1,71366,Staphylococcus phage PVL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Biseptimavirus; unclassified Biseptimavirus,NC_002321,NA,NA,NA,1280,Staphylococcus aureus,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002371,0,FALSE,0,66,10,1,FALSE,0.090909091,12,31,11,6,0,6,10754,Salmonella virus P22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lederbergvirus,NC_002371,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_002484,0,FALSE,0,95,4,0,FALSE,0.021052632,6,71,13,2,2,1,31535,Pseudomonas virus D3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Detrevirus,NC_002484,NA,NA,NA,287,Pseudomonas aeruginosa,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas; Pseudomonas aeruginosa group,11029426,"Literature, NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_002486,0,FALSE,0,68,6,0,TRUE,0.058823529,5,43,13,5,1,1,129009,Staphylococcus prophage phiPV83,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Biseptimavirus; unclassified Biseptimavirus,NC_002486,NA,NA,NA,1280,Staphylococcus aureus,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002515,0,FALSE,0,11,1,0,FALSE,0.090909091,2,0,8,1,0,0,35238,Mycoplasma virus P1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Picovirinae,NC_002515,NA,NA,NA,2107,Mycoplasma pulmonis,Bacteria; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasmopsis,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,"7753907, 11322826","Literature, NCBI Virus, RefSeq",NA,NA,NA
NC_002519,0,FALSE,0,56,3,1,FALSE,0.017857143,8,20,26,1,0,1,136084,Roseobacter virus SIO1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae,NC_002519,NA,NA,NA,2433,Roseobacter,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,NCBI Virus,NA,NA,FALSE
NC_002628,0,FALSE,0,46,5,0,FALSE,0,1,27,17,1,0,0,173824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC_002649,0,FALSE,0,32,2,1,FALSE,0.03125,9,0,19,2,1,1,12345,Bacillus virus GA1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Picovirinae; Salasvirus,NC_002649,NA,NA,NA,1409,Bacillus sp. (in: Bacteria),Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,10773070,"Literature, NCBI Virus, RefSeq",NA,NA,TRUE
NC_002656,0,FALSE,0,84,3,0,FALSE,0.011904762,7,66,6,1,3,1,148603,Mycobacterium virus Bxb1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Fromanvirus,NC_002656,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002661,0,FALSE,0,68,7,0,FALSE,0.044117647,5,47,11,3,1,1,130478,Staphylococcus virus phiSLT,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Triavirus,NC_002661,NA,NA,NA,1280,Staphylococcus aureus,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002666,0,FALSE,0,59,3,1,FALSE,0,6,37,13,1,1,1,151535,Lactococcus phage bIL285,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002666,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002667,0,FALSE,0,57,3,1,FALSE,0.01754386,4,38,13,1,1,0,151536,Lactococcus phage bIL286,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002667,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002668,0,FALSE,0,57,5,1,FALSE,0,6,29,19,1,1,1,151537,Lactococcus phage bIL309,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002668,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002669,0,FALSE,0,26,2,0,FALSE,0,3,10,13,0,0,0,151538,Lactococcus phage bIL310,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002669,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002670,0,FALSE,0,22,4,0,FALSE,0,3,3,16,0,0,0,151534,Lactococcus phage bIL311,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002670,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002671,0,FALSE,0,26,3,0,FALSE,0.038461538,1,13,10,2,0,0,151539,Lactococcus phage bIL312,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002671,NA,NA,NA,272623,Lactococcus lactis subsp. lactis Il1403,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_002703,0,FALSE,0,52,3,1,FALSE,0,6,28,10,2,2,4,35241,Lactococcus phage Tuc2009,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_002703,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
